SampleNo,15L,25L,45L,75L,110L,15a,25a,45a,75a,110a,15b,25b,45b,75b,110b,15Si,45Si,75Si,15Sa,45Sa,75Sa,G,726C,718Y,783S,772S,755C,744S,717C,980,910,135,828,835,831,826,836,838,815,856,892,895,855,851,858,839,896,862,865,891,898,845,832,816,818,233,940,424,356,384,306,318,331,198,154,290,522,322,570,410,550,530,371,482,343,030,960,580,670,632,110,821,190
TOYOTA 6T4 CK109,126.67,97.61,60.35,45.11,41.51,-1.32,-1.66,-2.74,-3.72,-4.54,20.62,13.27,1.29,-5.37,-6.23,8.15,7.69,7.19,22.13,26.48,16.28,5.08,0,0,0,0,0,49.95834165,0,1.495470709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.89994614,0,0,7.477353543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523006149,0,0.280651339,0,0,0.36523047,0,0
TOYOTA 6U4 CK001,103.53,86.95,57.93,38.85,31.11,-2.21,-2.15,-2.16,-2.19,-2.27,20.77,16.17,9.76,6.87,6.58,7.53,7.68,7.06,23.56,28.58,21.79,6,26.98644901,0,0,0,0,0,0,10.89005903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.89464686,0,0,0.676858508,0,0,0,0,0.205482331,0,0,0,0,0,0,0,0,0,0,0,0,0,1.852570592,0,0,0.671546586,0,0.822387083,0,0
TOYOTA 6U4 CK006,111.99,93.39,61.46,41.99,34.83,-2.05,-2.1,-2.51,-3.12,-3.57,19.59,15.06,8.53,5.85,5.98,6.88,7.06,6.17,20.64,26.55,21.6,5.61,36.48310224,0,0,0,0,0,0,6.661616705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.15012357,0,0,1.03317445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.502773802,0,0,0.259737311,0,0.909471926,0,0
TOYOTA 6U4 CK007,108.79,89.8,59.28,40.95,33.81,-1.74,-1.81,-2.13,-2.57,-2.91,20.72,15.68,9.17,6.71,6.77,7.31,7.23,6.47,21.35,26.97,20.93,5.67,29.12661334,0,0,0,0,0,0,7.348951424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.87309665,0,0,0.821189648,0,0,0,0,0.050374716,0,0,0,0,0,0,0,0,0,0,0,0,0,2.670520599,0,0,0.236110889,0,0.873142743,0,0
TOYOTA 6W5 CK000,97.37,74.51,49.76,41.72,39.03,-30.91,-28.5,-28.02,-29.53,-30.28,61.29,52.93,41.81,37.1,35.98,8.24,4.55,3.12,24.13,17.42,6.77,4.42,0,0,0,1.787478223,0,1.787478223,0,2.809488197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.05394902,0,0,0,0,0,24.54176575,0,0,0.926238716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329392098,0,0,7.593652233,0,5.170557546,0,0
TOYOTA 6W8 CK001,94.91,74.26,45.15,30.9,26.1,-48.28,-42.31,-34.09,-32.16,-31.61,35.84,30.06,19.93,14,12.47,8.67,7.71,6.38,25.52,27.36,19.59,6.5,13.55508549,0,0,0,0,18.45320355,0,5.122561376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.21106002,0,0,0,0,0,0,0,3.531462766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.097291836,0,0,0,19.83408044,7.195254526,0,0
TOYOTA 747 CK003,45.9,34.5,18.24,8.87,5.54,-28.28,-22.73,-12.63,-3.91,-0.31,-18.29,-16.52,-13.41,-11.24,-8.97,14.03,7.81,6.41,32.62,28.67,15.26,5.47,1.157161635,0,0,3.147376082,0,3.147376082,2.696076346,18.76569611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380009984,0,0,0,0,0,0,44.16764295,0,0,0,0,0,0,1.614094596,16.94966101,7.974905208,0,0,0,0,0
TOYOTA 748 CK001,117.22,96.84,62.25,41.77,35.04,-13.83,-12.65,-10.8,-11.59,-13.26,4.44,2.35,-1.95,-6.15,-7.7,8.7,9.17,7.95,22.76,28.19,23.18,5.76,34.44808105,0,0,0,0,51.42672538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.314554041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.129326508,0,0,0,1.191142922,0,0,6.490170094,0,0,0,0
TOYOTA 749 CK053,48.75,37.49,19.02,6.9,3.47,-22.43,-19.35,-12.9,-5.49,-1.66,-12.24,-11.05,-8.36,-6.24,-3.65,11.02,8.92,6.17,32.33,30.63,17.92,5.99,10.25197343,0,0,1.070855811,0,1.070855811,0,58.61558748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.65618305,7.972263655,0,0,0,1.380245365,0,0,3.98203539,0,0,0,0
TOYOTA 750 CK001,107.55,92.95,64.64,43.63,35.1,-13.15,-12.08,-10.4,-10.69,-11.93,-3.14,-3.58,-4.09,-4.92,-5.63,5.9,7.11,6.01,19.2,26.46,23.8,5.77,91.08091637,0,0,0,0,0,0,0,0.070620025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.884442523,0,0,0,0,1.90147312,0,0,0.876262631,3.186285332,0,0,0
TOYOTA 753 CK001,74.63,58.31,33.34,16.7,9.95,-13.75,-10.99,-6.08,-1.38,0.69,-9.84,-8.54,-6.39,-4.78,-3.81,8.5,6.49,6.66,27.63,28.65,24.46,6.69,14.05463245,0,0,0,0,0,11.50832911,47.62346028,0,0,0,0,0,0,0,0,0,0,0,10.55247219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.712335854,0,0,0,0,0,0,0,0,6.095631328,0,0,0,0,0,0,0,0,0.41745451,0,5.035684289,0,0,0,0,0
TOYOTA 756 CK001,89.53,68.12,38.99,23.71,17.9,-60.15,-48.62,-30.9,-20.53,-16.85,-4.1,-5.03,-7.19,-9.24,-9.5,9.64,7.85,6.36,26.95,26.57,20.63,6.37,18.15523947,0,0,6.776510964,0,0,0,8.179463708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.11827123,0,0,0,0,0,0,0,0,0,0,0,0,0.195166651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616197867,0,12.44420793,0,14.51494218,0,0,0
TOYOTA 756 CK006,99.77,74.98,42.3,25.1,18.53,-47.59,-39.19,-25.68,-17.27,-14.21,-1.34,-3.83,-6.42,-8.06,-8.13,8.06,6.77,5.39,23.19,25.71,20.99,6.23,25.68133919,0,0,5.084255958,0,5.084255958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.62150247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423683442,12.50549514,9.340390236,0,13.2590776,0,0,0
TOYOTA 761 CK009,120.85,95.38,58.33,41.01,36.44,-13.09,-11.78,-10.22,-11.08,-12.64,8.66,3.88,-5.56,-12.95,-14.87,12.32,11.79,9.64,29.81,28.22,20.01,6.17,0,0,0,39.46699039,0,19.83726946,8.49856588,0.284637976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9174994,0,0,5.818905893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493883173,0,0,0,1.224876535,0,0,0,1.457371296,0,0,0
TOYOTA 761 CK104,127.7,100.25,58.27,39.22,35.36,-9.05,-8.33,-7.25,-7.81,-9.13,7.4,4.24,-3.47,-10.15,-11.83,14.05,19.14,14.28,31.78,30.47,20.62,7.35,0,0,0,88.53015786,0,0,0,2.752795908,0.074286899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98162214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503082164,0,0,0,0,1.231988988,0,0.516610492,0,1.409455547,0,0,0
TOYOTA 766 CK001,58.89,58.62,58.57,59.3,57.46,-40.36,-40.57,-40.8,-39.52,-38.08,-12.38,-12.46,-12.73,-13.87,-13.85,0.16,0,0,0.28,0,0,0.61,0,0,0,0,0,0,0,4.023050491,28.70966639,9.711415999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.55586712,0,0,0,0,0
TOYOTA 767 CK003,55.95,47.46,31.31,19.61,14.57,-51.27,-44.67,-31.94,-21.55,-16.39,-20.01,-18.98,-17.87,-18.17,-17.56,8.61,9.39,7.03,31.37,29.75,26.44,5.08,9.23230893,0,0,0,0,0,5.136110901,4.693520182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.47408559,0,0,0,0,2.400428201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.47743412,0,0,0,4.64735441,0,0,0,11.93875767,0,0,0
TOYOTA 767 CK004,61.52,49.6,31.06,19.8,15.13,-50.44,-42.22,-29.53,-20.99,-17.11,-20.62,-19.75,-18.63,-18.54,-17.74,7.8,5.35,4.63,28.65,28.69,22.22,5.07,4.26828602,0,0,0,0,0,9.963541878,4.772452832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.22698499,0,0,0,0,0,0,0,0.470737393,0,0,0,0,0.722317185,0,0,0,0,0,0,0,0,0,30.06960744,0,0,0,2.000779133,0,0,0,11.50529313,0,0,0
TOYOTA 767 CK101,63.22,51.78,33.19,21.52,16.71,-60.81,-52.89,-38.19,-27.17,-22.36,-22.63,-20.08,-17.45,-17.59,-17.08,10.18,6.63,6.2,28.13,27.43,21.39,5.11,0,0,0,2.657912132,0,2.657912132,11.15917307,0,0,0,0,0,0,0,0,0,0,16.79203512,0,0,0,0,0,0,0,0,15.67641308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.01403124,0,0,0,2.593584738,0,15.7630731,0,16.68586539,0,0,0
TOYOTA 769 CK082,52.7,32.72,15.2,10.37,8.18,-45.88,-35.51,-23.84,-18.79,-14.49,-24.41,-15.24,-10.25,-9.37,-8.83,9.9,5.88,3.16,31.48,21.9,10.41,4.56,0,0,0,0,0,1.39252221,0,14.94094419,0,0,0,0,0,0,0,0,0,23.52965742,0,0,0,0,0,0,0,0,13.35676923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.88660425,0,0,0,0,0,0,1.401965272,17.37109776,2.120439677,0,0,0
TOYOTA 771 CK101,112.65,97.21,65.99,41.59,33.52,-9.11,-8.33,-7.33,-8.78,-10.77,1.28,0.72,-0.28,-1.14,-1.36,17.58,21.06,20.5,34.18,33.04,26.48,8.86,0,0,17.37076621,39.09622928,0,15.40789733,0,5.46239159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.60074937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756264658,0,0,0,0,3.541599793,0,0,2.764101769,0,0,0,0
TOYOTA 774 CK002,107.98,86.01,53.54,35.19,28.3,-16.78,-14.72,-11.74,-10.44,-10.62,2.59,-2.7,-8.28,-11.56,-12.63,6.84,6.71,6.08,21.98,26.64,20.61,5.4,23.38353818,0,0,0,0,0,0,1.851110474,0.121100685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.08280064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979460898,2.371158519,1.945402964,0,1.265427644,0,0,0
TOYOTA 774 CK023,115.38,91.71,57.36,37.18,29.7,-19.03,-16.44,-12.3,-10.46,-10.73,0.84,-4.75,-8.85,-11.12,-12.09,6.4,5.48,4.6,16.67,18.52,16.01,4.36,7.961249603,0,0,0,0,0,31.40520627,0,0,0,0,0,0,0,0,0,0,0,2.29921757,0,0,0,0,0,0,0,0,0,0,0,0,52.83329187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255047688,0,3.970008108,1.275978891,0,0,0,0
TOYOTA 774 CK107,121.47,89.48,51.93,35.69,30.82,-16.73,-14.28,-11.77,-11.97,-13.84,11.24,0.26,-9.9,-15.28,-16.46,7.86,6.29,5.73,19.97,23.21,15.04,4.57,1.85274893,0,0,0,0,10.21800839,4.380581768,1.570808875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.68566463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.658458265,0,0,0,0,0,0,0,0,0,0.463672499,0.170056638,0,0,0
TOYOTA 774 CK109,100.78,82.76,53.72,35.3,27.91,-19.19,-16.95,-13.22,-10.5,-9.85,6.76,0.13,-7.91,-12.22,-13.21,7.49,6.43,6.05,23,23.26,17.94,5.19,4.372885012,0,0,0,0,0,17.65997266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.36064452,0,0,0.198237611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.576766323,4.988605406,4.183946909,0.65894156,0,0,0,0
TOYOTA 774 CK124,101.52,83.48,54.33,36.79,29.93,-22.53,-19.89,-15.47,-12.76,-12.34,-4.81,-7.33,-9.97,-12.05,-12.93,7.05,6.59,6.76,22.24,26.43,20.3,5.74,37.33476379,0,0,0,0,0,0,3.717876895,0.082917815,0.110453859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.33512319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.361374595,0,7.230967006,0,0.826522851,0,0,0
TOYOTA 791 CK002,66.43,54.3,36.31,26.22,22.22,-45.54,-41.14,-33.54,-28.04,-25.48,-25.03,-21.02,-17.95,-18.11,-18.01,5.31,3.73,2.85,21.4,21.92,16.11,5.09,0,0,0,0,0,0,16.32063852,0,0.208407511,0,0,0,0,0,0,0,0,0,0,0,25.55001945,0,0,0,0,16.72739543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8631112,0,0,0,1.025065405,0,10.08485339,14.22050909,0,0,0,0
TOYOTA 869 CK002,33.45,22.1,10.7,6.93,5.7,-20.14,-11.29,-1.78,3.17,3.84,-10.11,-9.93,-9.5,-9.26,-8.12,11.51,5.12,3.15,34.08,26.7,10.41,4.21,0.893836883,0,0,0,0,0,2.078995376,34.09833599,0.066843329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.76455258,0,0,0,0,0,0,0,0,13.67134237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327379759,14.76590692,19.33280679,0,0,0,0,0
TOYOTA 8B4 CK005,66.55,45.53,21.29,11.2,7.82,-5.7,-2.08,2.42,5.45,5.87,-10.54,-9.09,-7.26,-6.13,-5.34,15.54,10.97,9.97,32.85,26.34,14.72,7.9,0,0,0,5.935101605,0,5.935101605,0,17.41858058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6702386,0,0,0,0,0,0,0,0,10.56664578,0,0,0.529754915,0,0,0,0,0,14.84598369,0,0,0,0,0,0,0,0,0.365681727,15.73291149,0,0,0,0,0,0
TOYOTA 8B4 CK006,62.69,45.28,23.14,12.16,8.19,-7,-4.7,-0.77,2.86,3.88,-8.04,-7.44,-5.75,-4.2,-3.31,10.55,7.63,5.25,31.77,26.75,19.67,6.74,0,0,0,0,0,13.22044257,5.666723324,32.05746338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92583487,0,0,0.87378496,9.658666071,0,0,0.535646705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240103283,28.95512821,4.866206624,0,0,0,0,0
TOYOTA 8B6 CK103,53.89,44.14,27.83,17.77,13.56,-29.91,-22.61,-7.37,6.49,11.3,-41.98,-39.85,-36.85,-36.82,-35.46,6.6,4.45,4.95,27.96,27.09,19.76,4.68,4.487753578,0,0,0,0,0,10.4455231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.286955496,0,0,0,0,8.598980906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.651557032,0,1.903023013,6.016348332,57.60985854,0,0,0,0,0
TOYOTA 8B6 CK104,45.51,38.71,25.79,16.46,12.12,-18.95,-14.38,-3.99,7,11.16,-43.83,-41.65,-37.91,-36.52,-34.56,8.05,6.22,5.08,31.51,29.77,21.01,4.04,3.818492586,0,0,0,0,4.44667606,10.79379873,0,0.04521342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291659246,0,0,0,0,0,0,0,0,21.4733885,0,0,9.32685067,0,4.386120686,0,45.4178001,0,0,0,0,0
TOYOTA 8G5 CK007,40.41,24.72,11.48,7.5,6.07,-4.1,0.09,5.71,8.62,7.96,-35.09,-28,-22.19,-20.01,-17.76,15.66,7.24,6.79,32.79,22.69,6.71,5.5,0,0,0,3.306589755,0,3.306589755,0,0,0.038118733,0,0,0,0,0,0,0,0,0,0,0,4.25075896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.022890129,0,0,0,0,0,0,0,0,0,0,0,16.4147074,0,0,0,0,58.16291937,6.497425894,0,0,0,0,0
TOYOTA 8G5 CK008,35.47,21.74,11.69,9.77,8.61,3.78,3.41,3.35,3.85,3.7,-12.15,-7.92,-5.03,-4.82,-4.61,17.8,4.07,4.26,31.51,22.34,8.66,5.37,0,0,0,1.968906411,0,1.968906411,0,15.49116569,0.152560973,0,0,0,0,0,0,0,0,0,0,0,9.308620789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25089378,0,0,0,0,0,0,0,0,0,0,0,0,0,7.200803815,0,0,0,0,52.65814213,0,0,0,0,0,0
TOYOTA 8H4 CK003,49.13,33.26,15.89,8.6,6.14,-8.77,-6.44,-2.87,0.07,0.92,-13.12,-11.1,-7.54,-4.49,-2.9,28.41,10.06,5.8,29.75,24.57,12.87,8.13,0,0,10.3497303,0,0,5.461939379,2.342865783,22.19730536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.318496692,0,1.186717053,0,0,0,0,0,0,0,0,0,11.89433521,0,0,0,0.97098239,20.04917903,0,16.2284488,0,0,0,0
TOYOTA 8H6 CK001,14.71,14.03,13.84,15.16,14.73,-0.45,-0.15,-0.03,0.85,0.84,-18.4,-18.59,-18.93,-20.64,-20.44,1.23,1.35,3.03,9.67,3.71,5.25,1.13,0,0,0,0,0,0,0,33.30031526,1.371278018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.19910575,25.05159687,0,0,0,0,0,30.07770411,0,0,0,0,0,0
TOYOTA 8H8 CK053,48.34,34.48,16.21,6.55,4.1,-36.13,-27.69,-13.71,-1.93,1.04,-32.29,-26.98,-19.65,-15.99,-12.72,9.3,6.79,3.79,32.68,26.8,10.63,4.47,0,0,0,0,0,6.640758266,2.845040647,20.78747073,0,0,0,0,0,0,0,0,0,0,0,0,2.902605027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719168369,0,0,0,0,0,0,0,0,52.10053131,0,0,0,0,0.721121029,0,10.5796359,2.703668715,0,0,0,0
TOYOTA 8J1 CK001,55.04,40.71,21.8,11.37,7.21,-20.35,-15.41,-6.87,0.35,2.83,-28.7,-25.08,-20.12,-17.47,-15.31,13.55,8.87,6.98,31.77,28.26,17.82,5.51,5.818369672,0,0,0,0,0,0,21.09524482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.96964015,0,0,0,0,0,0,0,0,0,0,0,0,4.639901052,0,0,0,0,0,0,0,0,34.46404673,0,0,0,0,0,0,1.365224676,0,9.647572896,0,0,0,0,0
TOYOTA 8J5 CK005,22.68,15.75,7.93,5.82,5,1.26,-1,-1.5,-0.52,-0.29,-29.59,-21.29,-11.88,-7.58,-5.91,4.39,2.81,1.67,27.39,20.29,4.92,1.24,0,0,0,0,0,0,0,53.01073408,0.087860817,0.456449658,0,0,0,0,0,0,0,0,0,0,0,19.16519188,0,0,0,0,0,2.334222088,0,0,0,0,0,0,0,11.64732017,0,0,0,0,0,0,0,0,0,0,0,0,6.944579323,6.353641978,0,0,0,0,0,0,0,0,0,0,0
TOYOTA 8K1 CK103,108.15,81.6,44.16,23.29,16.36,-5.41,-4.06,-1.65,0.9,2.09,-21.63,-19.36,-14.76,-12.82,-12.36,9.26,9.06,9.36,25.69,29.54,24.12,6.61,0,0,0,0,0,56.47533466,0,5.062795401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504905647,2.113732914,0,0,0,0.389511827,0,0,0,0,28.70908699,0,0,0,0,0,0,1.769437177,0,0.402347919,4.572847459,0,0,0,0,0,0
TOYOTA 8K4 CK002,64.87,53.73,33.26,17.6,11.09,-19.12,-14.9,-5.54,5.94,10.98,-47.38,-43.56,-35.75,-31.15,-28.74,12.99,11.92,9.14,30.56,29.68,27.86,6.08,11.72103308,0,0,15.94015511,0,15.94015511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.81971277,15.99971942,0,0,0,0,3.344665151,0,26.23455937,0,0,0,0,0
TOYOTA 8K4 CK003,61.92,49.35,28.97,16.7,11.95,-15.03,-9.98,0.11,10.33,14.08,-47.92,-43.86,-37.25,-34.88,-33.34,8.91,7.54,5.58,30.74,28.81,21.74,5.65,24.11402129,0,0,4.329472583,0,4.329472583,0,0,0.110215173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.120349482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.30160181,0,16.48127937,0,0,0,1.758571089,0,28.45501661,0,0,0,0,0
TOYOTA 8K4 CK004,62.73,47.63,26.6,16.11,12.58,-20.45,-14.43,-2.82,7.17,9.97,-39.04,-35.55,-30.65,-29.04,-27.68,17.67,12.63,8.13,34.38,28.27,21.28,7.24,0,0,12.99058486,21.2371384,0,8.313096066,0,0,0.201803775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.49988716,0,1.501457618,0,0,0,0,0,0,0,0,0,0,0,3.682556545,0,0,0,2.651659502,0,26.92181608,0,0,0,0,0
TOYOTA 8K4 CK016,58.01,48.82,30.67,16.62,10.95,-12.86,-10.13,-3.39,5.67,9.54,-39.09,-36.43,-31.51,-28.35,-26.25,15.37,15.18,10.99,33.51,30.62,26.49,6.61,0,0,1.50824026,19.00095641,0,17.49933124,0,0,0.083652932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.86567735,0,0,0,0,0,0,0,0,0,0,5.34912177,0,0,13.29951287,0,0,0,5.126937375,0,11.2665698,0,0,0,0,0
TOYOTA 8K4 CK017,54.82,42.89,24.57,14.2,10.22,-22.42,-16.22,-4.56,5.8,9.32,-42.25,-38.19,-31.91,-29.33,-27.45,8.93,5.82,4.57,31.25,29.23,19.27,5.28,15.07725994,0,2.34270849,0,6.550573356,0,0,0,0.089843123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3051527,0,0,0,0,0,0,0,0,0,0,0,0,0,24.01130709,0,0,0,2.365916962,0,25.25723834,0,0,0,0,0
TOYOTA 8K4 CK018,55.4,44.11,25.35,13.16,8.27,-15.4,-11.11,-2.42,6.71,10.13,-40.18,-36.3,-29.12,-24.71,-22.1,9.86,7.4,7.06,30.85,29.88,19.88,5.37,19.24567245,0,0,3.173757353,0,3.173757353,0,1.892759919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.38982146,0,0,0,0,0,0,0,0,0,0,0,0,0,15.75251401,0,0,0,2.764145531,0,19.60757192,0,0,0,0,0
TOYOTA 8K8 CK001,31.56,18.66,7.18,5.31,4.66,3.6,1.72,1.04,1.03,0.97,-47.81,-32.38,-16.78,-10.79,-8.11,8.37,3.06,2.05,33.51,17.68,9.32,2.31,0,0,0,0,0,0,0,38.48680168,0.01455392,0,0,0,0,0,0,0,0,0,0,0,33.86494441,2.978561076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622175801,0,0,0,0,0,0,0,0,16.26262382,0,0,7.647800059,0,0.122539234,0,0,0,0,0,0,0
TOYOTA 8K9 CK007,68.11,50.78,29.01,18.37,14.13,-3.54,-2.43,-0.53,1.56,2.57,-34.03,-28.4,-21.36,-18.27,-17.43,6.79,5.34,5.37,28.18,26.12,17.98,6.85,27.89645489,0,0,0,0,0,0,22.22297329,0.298267164,0,0,0,0,0,0,0,0,0,0,0,20.8150971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.371518238,0,0,0,0,0,0,0,0,0,14.40353981,0,11.72094422,0,0,0,1.271205284,0,0,0,0,0
TOYOTA 8K9 CK030,72.96,50.72,24.62,12.56,8.69,-5.77,-2.13,3.39,8.41,9.36,-43.36,-36.08,-26.61,-22.52,-19.92,12.57,8.62,7.1,31.59,26.33,16.41,7.45,0,0,0,5.567957845,0,16.31126112,6.988500936,6.184716253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.63518759,0,0,0,0,0,0,0,0,7.138407494,0,0,0,0,0,0,0,0,24.20032262,0,0,0,0,0,0,8.618521993,0,0,5.586195325,10.76892882,0,0,0,0,0
TOYOTA 8K9 CK032,73.18,53.04,27.36,14.4,9.87,-2.2,-0.6,2.55,5.92,6.68,-41.34,-33.43,-23.09,-16.98,-14.04,11.19,8.2,7.88,29.26,26.89,19.95,6.97,0,0,0,0,0,22.98302995,9.846496734,10.40847904,0,0,0,0,0,0,0,0,0,0,0,0,14.07297403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.494679896,0,0,0,0.607326465,0,0,0,0,0,0,0,0,0,0,0,14.79079486,0,0,9.401206876,14.39501215,0,0,0,0,0
TOYOTA 8L6 CK009,91.86,72.94,47.93,35.76,31.33,-3.88,-3.05,-2.15,-0.72,0.15,-19.1,-19.08,-20.37,-23.79,-26.41,10.19,7.96,6.49,29.48,27.12,17.59,6.49,0,0,0,0,0,54.6645521,0,1.848945994,0.776684643,0,0,0,0,0,0,0,0,0,0,25.68036745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.249906138,10.67773497,0,0,0,0,0.431792967,1.670015736,0,0,0,0,0,0
TOYOTA 8L8 CK051,27.1,17.61,7.81,5.16,4.36,-3.2,-3.9,-2.42,-0.67,-0.13,-27.86,-19.17,-9.86,-4.83,-3.09,7.81,2.91,2.25,29.24,20.98,7.15,1.84,0,0,0,0,0,0,0,41.41239185,0,0,0,0,0,0,0,0,0,0,0,0,6.305161124,18.09117226,0,0,0,3.930490051,0,0,0,0,0,0,0,0,0,2.602752507,0,0,0,0,0,0,0,0,0,0,0,0,0,5.549110888,0,0,0,0.408072927,21.70084839,0,0,0,0,0,0
