SampleNo,CR,15ML,15L,25L,45L,75L,110L,15Ma,15a,25a,45a,75a,110a,15Mb,15b,25b,45b,75b,110b,15Mc,15c,25c,45c,75c,110c,15Mh,15h,25h,45h,75h,110h,15Si,45Si,75Si,15Sa,45Sa,75Sa,G,726C,718Y,783S,772S,755C,744S,717C,980,910,135,828,835,831,826,836,838,815,856,892,895,855,851,858,839,896,862,865,891,898,845,832,816,818,233,940,424,356,384,306,318,331,198,154,290,522,322,570,410,550,530,371,482,343,030,960,580,670,632,110,821,190,020,010
41003,0.991,127.05,117.38,90.6,51.545,30.405,22.935,29.46,26.875,23.385,17.759999999999998,17.715,18.69,-17.34,-16.045,-14.655,-10.82,-9.33,-9.07,34.185,31.295,27.590000000000003,20.8,20.02,20.775,329.515,329.16,327.92499999999995,328.65,332.21500000000003,334.12,6.545,6.58,6.225,19.47,26.47,20.91,6.0,84.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
41004,0.992,119.015,109.3,83.125,46.165,26.575,19.625,43.555,39.875,34.36,25.425,23.43,23.475,-23.86,-22.105,-19.52,-13.735,-10.61,-9.43,49.66,45.595,39.515,28.895,25.72,25.3,331.285,331.0,330.4,331.62,335.635,338.12,6.495,6.29,5.375,21.36,26.495,21.235,6.27,74.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
41005,0.989,100.365,92.18,68.12,36.19,20.28,14.93,68.03,62.895,52.685,36.94,30.735,28.615,-30.695,-28.775,-23.985,-15.305,-9.46,-6.915,74.63499999999999,69.16,57.885000000000005,39.985,32.165,29.44,335.71000000000004,335.42,335.515,337.495,342.885,346.425,6.785,5.734999999999999,4.62,24.045,25.97,19.85,6.404999999999999,49.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
41006,0.997,72.975,66.07499999999999,46.14,22.985,13.935,11.265,80.275,74.825,60.705,41.23,33.47,30.425,-20.455,-18.9,-13.985,-6.615,-1.215,0.6950000000000001,82.84,77.175,62.295,41.760000000000005,33.5,30.44,345.7,345.825,347.03,350.875,357.9,1.265,6.955,4.41,3.43,28.27,22.965,18.65,6.235,14.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
42401,0.998,140.425,129.26,99.395,57.12,35.46,27.99,2.525,2.435,2.355,2.4400000000000004,3.74,4.585,-7.255,-6.74,-6.699999999999999,-5.025,-4.635,-5.029999999999999,7.68,7.17,7.1,5.58,5.960000000000001,6.805,289.20500000000004,289.845,289.345,295.91,308.89,312.375,6.130000000000001,5.905,5.495,16.134999999999998,24.62,19.23,5.255,93.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
42402,0.996,133.07999999999998,122.44,94.015,53.825,32.78,25.25,6.225,5.795,5.449999999999999,5.295,7.37,8.76,-13.07,-12.14,-11.13,-7.965,-6.745,-6.77,14.48,13.45,12.395,9.56,9.99,11.07,295.46500000000003,295.52,296.1,303.615,317.535,322.31,5.945,6.005000000000001,5.654999999999999,17.700000000000003,25.17,19.215,5.505000000000001,87.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
42403,0.996,127.155,117.04,89.195,50.53,30.25,22.905,10.055,9.33,8.649999999999999,8.085,10.54,12.175,-17.65,-16.475,-14.72,-10.33,-8.175,-7.654999999999999,20.315,18.935,17.075000000000003,13.115,13.33,14.385000000000002,299.675,299.53,300.435,308.045,322.19500000000005,327.83,6.245,5.735,5.295,18.435,24.62,19.3,5.725,80.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
42404,0.99,115.865,106.795,80.935,45.225,26.685,19.965,17.42,16.275,14.88,13.32,15.81,17.345,-24.065,-22.67,-19.7,-13.495,-9.59,-7.975,29.71,27.905,24.685,18.96,18.495,19.09,305.895,305.67,307.065,314.625,328.76,335.315,6.085,5.795,4.904999999999999,20.85,25.61,19.675,6.15,69.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
42405,0.996,94.195,86.85499999999999,64.16,34.77,20.505000000000003,15.565,33.995000000000005,31.95,28.575,23.965,24.85,25.17,-31.655,-29.845,-24.82,-15.745,-8.785,-5.365,46.455,43.725,37.855,28.675,26.355,25.735,317.035,316.945,319.025,326.705,340.54,347.975,6.33,5.105,3.97,25.15,25.33,18.395,6.345,42.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
42406,0.997,60.49,54.915,38.5,20.71,14.7,12.67,47.68,45.645,40.595,34.27,33.11,31.815,-23.945,-22.145,-16.159999999999997,-6.404999999999999,1.365,4.24,53.35,50.73,43.69,34.86,33.14,32.095,333.33500000000004,334.12,338.3,349.415,2.3600000000000003,7.59,7.285,3.7,3.265,32.355000000000004,21.615,13.685,5.75,11.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
48201,0.995,130.70499999999998,120.935,94.505,55.21,33.635000000000005,25.835,10.72,9.675,8.335,6.16,6.27,6.945,-18.085,-16.259999999999998,-14.73,-10.795,-9.895,-10.585,21.02,18.925,16.925,12.425,11.71,12.665,300.665,300.75,299.5,299.71000000000004,302.37,303.27,6.4,6.745,5.87,19.255,26.265,21.380000000000003,5.76,92.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
48202,0.994,121.605,112.665,86.89500000000001,49.505,28.98,21.46,18.65,16.91,14.615,10.66,9.775,10.05,-29.85,-27.07,-23.9,-17.11,-14.44,-14.25,35.195,31.92,28.015,20.16,17.435000000000002,17.435000000000002,301.995,301.995,301.445,301.93,304.1,305.19,6.775,6.41,6.085,21.035,27.135,21.86,6.404999999999999,84.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
48203,0.989,113.41,105.395,80.62,45.14,25.86,18.735,24.65,22.45,19.325000000000003,13.93,11.955,11.665,-38.605,-35.165,-30.63,-21.6,-17.15,-15.97,45.805,41.725,36.215,25.7,20.905,19.78,302.56,302.55,302.245,302.81,304.88,306.14,6.475,6.68,5.875,23.215,27.22,22.53,6.845000000000001,77.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
48204,0.984,100.46,93.305,70.36500000000001,38.185,21.19,14.94,33.61,30.675,26.130000000000003,18.325000000000003,14.38,13.05,-51.39,-47.025,-40.135000000000005,-27.39,-19.86,-17.04,61.405,56.145,47.895,32.955,24.515,21.46,303.18499999999995,303.115,303.065,303.785,305.91,307.45500000000004,7.109999999999999,6.4,5.8,26.44,28.55,22.89,7.275,64.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
48205,0.997,75.83,70.24,50.905,25.81,13.745,9.7,45.91,42.035,34.900000000000006,22.945,15.395,12.245,-67.34,-61.99,-51.01,-32.515,-19.98,-14.625,81.505,74.9,61.805,39.795,25.225,19.075,304.285,304.14,304.38,305.20500000000004,307.61,309.93,7.67,6.495,4.755,31.395,27.005,20.285,6.99,38.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
48206,0.992,42.45,38.645,25.355,11.04,6.59,5.52,44.445,40.735,31.89,18.32,9.945,6.49,-61.56,-56.655,-43.625,-24.13,-10.89,-5.75,75.93,69.78,54.035,30.29,14.75,8.67,305.83000000000004,305.71500000000003,306.165,307.21,312.395,318.46000000000004,10.61,5.405,3.505,34.84,22.25,10.02,4.83,9.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
52201,0.998,140.925,129.92,101.135,59.055,36.86,29.19,-4.805,-4.1,-3.435,-2.505,-2.285,-2.525,-6.35,-5.805,-5.984999999999999,-4.975,-5.32,-6.18,7.96,7.109999999999999,6.904999999999999,5.565,5.79,6.67,232.895,234.73,240.18,243.295,246.71,247.76,6.08,6.6,6.495,16.64,25.13,19.905,5.26,88.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
52202,0.998,135.685,125.155,97.235,56.38,34.345,26.425,-8.335,-7.29,-5.99,-4.04,-3.18,-3.005,-12.36,-11.23,-10.625,-8.43,-8.815,-9.9,14.905,13.395,12.195,9.345,9.37,10.345,236.01,237.0,240.585,244.41000000000005,250.155,253.12,6.335,6.73,6.065,17.46,24.985,20.685,5.415,79.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
52203,0.999,131.315,121.075,93.445,53.54,31.915,23.96,-11.105,-9.84,-7.985,-5.155,-3.53,-2.82,-17.76,-16.119999999999997,-14.78,-11.515,-11.675,-12.72,20.945,18.885,16.795,12.614999999999998,12.195,13.025,237.98,238.595,241.63,245.875,253.165,257.5,6.175,6.595,6.29,17.945,25.58,21.020000000000003,5.615,70.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
52204,0.994,121.825,112.535,86.32499999999999,48.715,28.07,20.29,-15.025,-13.58,-10.79,-6.48,-3.265,-1.55,-27.39,-25.105,-22.36,-16.975,-16.175,-16.64,31.235,28.54,24.825,18.17,16.5,16.71,241.25,241.595,244.24,249.11,258.585,264.67,6.295,6.15,5.915,19.435,25.785,21.595,6.109999999999999,55.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
52205,0.992,101.53,93.695,70.055,37.5,19.715,12.93,-17.02,-15.53,-11.425,-5.16,0.6599999999999999,3.63,-45.325,-42.09,-36.325,-26.45,-22.925,-21.67,48.415,44.865,38.08,26.95,22.935,21.975,249.415,249.74,252.545,258.95500000000004,271.64,279.5,6.9350000000000005,6.43,5.725,24.67,27.08,23.71,7.095,29.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
52206,0.999,64.17,58.86,41.71,19.655,8.21,4.86,-4.390000000000001,-3.645,-0.08,4.484999999999999,9.68,9.175,-56.64,-53.57,-45.16,-31.71,-25.24,-21.285,56.81,53.7,45.16,32.025000000000006,27.035,23.18,265.57,266.11,269.895,278.045,290.98,293.32000000000005,8.835,6.48,5.37,33.905,28.14,14.88,7.085,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
53001,0.998,136.985,126.675,98.965,57.605,35.31,27.615,-11.855,-10.43,-8.725,-6.220000000000001,-5.74,-6.13,-11.93,-10.885000000000002,-10.32,-8.165,-8.475000000000001,-9.6,16.82,15.075,13.515,10.265,10.235,11.39,225.165,226.225,229.765,232.7,235.9,237.44,6.135,6.324999999999999,6.165,16.685,26.045,20.755,5.31,93.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
53002,0.999,131.025,121.065,93.675,53.56,31.880000000000003,24.24,-20.16,-17.994999999999997,-14.97,-10.27,-8.36,-7.925,-21.405,-19.515,-17.665,-13.52,-13.22,-14.22,29.405,26.545,23.155,16.979999999999997,15.64,16.28,226.71,227.315,229.72,232.775,237.69,240.87,5.904999999999999,6.495,5.55,18.22,25.630000000000003,21.075,5.485,87.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
53003,0.999,125.685,116.175,89.63,50.75,29.4,21.84,-26.64,-23.915,-19.76,-13.115,-9.515,-8.11,-28.98,-26.48,-23.62,-17.75,-16.57,-17.284999999999997,39.365,35.68,30.8,22.07,19.11,19.09,227.41,227.92,230.08,233.53500000000005,240.125,244.865,6.390000000000001,6.0,5.455,18.64,26.23,21.2,5.575,81.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
53004,1.0,117.475,108.345,82.1,45.19,25.405,18.425,-35.165,-31.88,-25.815,-16.11,-9.71,-6.645,-40.595,-37.4,-32.65,-23.880000000000003,-21.23,-21.18,53.71,49.14,41.625,28.81,23.35,22.195,229.1,229.555,231.67,236.0,245.42,252.58,6.029999999999999,5.86,5.155,19.37,25.43,21.055,5.855,69.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
53005,1.0,99.305,91.255,67.68,35.775000000000006,18.98,12.91,-41.99,-38.245000000000005,-29.37,-15.985,-5.71,-0.585,-57.400000000000006,-53.34,-45.325,-32.275000000000006,-27.445,-26.295,71.12,65.63499999999999,54.005,36.015,28.03,26.305,233.81,234.36,237.055,243.655,258.255,268.725,6.665,5.984999999999999,4.994999999999999,24.165,25.55,22.365,6.27,43.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
53006,0.998,69.50999999999999,63.45,44.615,20.865,9.66,6.07,-32.04,-29.125,-19.505,-5.755,5.635,9.35,-64.615,-60.68,-50.095,-35.17,-30.1,-28.07,72.125,67.305,53.755,35.635,30.62,29.58,243.625,244.355,248.725,260.71000000000004,280.6,288.42,7.515000000000001,4.484999999999999,3.53,30.345,26.25,10.89,5.675,12.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
55001,0.997,139.21499999999995,128.29500000000002,99.46,57.455,35.39,27.84,-11.715,-10.205,-8.545,-6.23,-6.055,-6.67,-11.04,-9.935,-9.535,-7.564999999999999,-7.869999999999999,-8.899999999999999,16.09,14.235,12.805,9.8,9.93,11.115,223.3,224.23,228.13,230.545,232.42,233.15,6.34,6.365,6.455,16.39,25.130000000000003,19.545,5.31,92.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
55002,0.999,133.22,122.73,94.57,54.02,32.474999999999994,24.880000000000003,-20.32,-17.975,-14.864999999999998,-10.31,-8.92,-8.91,-19.73,-17.865000000000002,-16.18,-12.34,-12.1,-13.015,28.325,25.34,21.975,16.085,15.03,15.775,224.165,224.825,227.425,230.115,233.605,235.61,6.235,6.5600000000000005,5.885,17.439999999999998,24.895,21.265,5.49,86.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
55003,0.996,126.54,117.05,90.35,51.61,30.53,22.985,-27.13,-24.225,-19.955,-13.505,-10.685,-9.905,-26.925,-24.52,-21.8,-16.384999999999998,-15.41,-16.03,38.225,34.465,29.555,21.235,18.75,18.845,224.785,225.34,227.525,230.5,235.27,238.28500000000005,6.404999999999999,6.455,5.6850000000000005,19.32,25.62,21.21,5.73,79.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
55004,0.999,119.655,110.55,83.95,46.51,26.535,19.345,-36.32,-32.754999999999995,-26.49,-16.995,-11.63,-9.47,-37.44,-34.33,-29.88,-21.885,-19.545,-19.475,52.165,47.45,39.93,27.71,22.745,21.655,225.87,226.34,228.44,232.17,239.245,244.075,6.22,5.9350000000000005,5.675,20.37,26.285,20.645000000000003,5.975,67.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
